root@parrot:~/hackthebox/holiday# ping 10.10.10.25                              
PING 10.10.10.25 (10.10.10.25) 56(84) bytes of data.                            
^C                                      
--- 10.10.10.25 ping statistics ---     
8 packets transmitted, 0 received, 100% packet loss, time 7167ms                

root@parrot:~/hackthebox/holiday# ping 10.10.10.25                              
PING 10.10.10.25 (10.10.10.25) 56(84) bytes of data.                            
^C                                      
--- 10.10.10.25 ping statistics ---     
4 packets transmitted, 0 received, 100% packet loss, time 3068ms                

root@parrot:~/hackthebox/holiday# ping 10.10.10.25                              
PING 10.10.10.25 (10.10.10.25) 56(84) bytes of data.                            
64 bytes from 10.10.10.25: icmp_seq=29 ttl=63 time=2211 ms                      
64 bytes from 10.10.10.25: icmp_seq=31 ttl=63 time=788 ms                       
64 bytes from 10.10.10.25: icmp_seq=32 ttl=63 time=886 ms                       
64 bytes from 10.10.10.25: icmp_seq=33 ttl=63 time=994 ms                       
64 bytes from 10.10.10.25: icmp_seq=34 ttl=63 time=203 ms                       
64 bytes from 10.10.10.25: icmp_seq=35 ttl=63 time=921 ms                       
64 bytes from 10.10.10.25: icmp_seq=36 ttl=63 time=842 ms                       
64 bytes from 10.10.10.25: icmp_seq=37 ttl=63 time=281 ms                       
64 bytes from 10.10.10.25: icmp_seq=38 ttl=63 time=900 ms                       
64 bytes from 10.10.10.25: icmp_seq=40 ttl=63 time=982 ms                       
64 bytes from 10.10.10.25: icmp_seq=41 ttl=63 time=412 ms                       
64 bytes from 10.10.10.25: icmp_seq=42 ttl=63 time=1280 ms                      
64 bytes from 10.10.10.25: icmp_seq=43 ttl=63 time=381 ms                       
64 bytes from 10.10.10.25: icmp_seq=44 ttl=63 time=285 ms                       
64 bytes from 10.10.10.25: icmp_seq=45 ttl=63 time=194 ms                       
64 bytes from 10.10.10.25: icmp_seq=46 ttl=63 time=212 ms                       
64 bytes from 10.10.10.25: icmp_seq=47 ttl=63 time=259 ms                       
64 bytes from 10.10.10.25: icmp_seq=48 ttl=63 time=212 ms                       
64 bytes from 10.10.10.25: icmp_seq=49 ttl=63 time=197 ms                       
64 bytes from 10.10.10.25: icmp_seq=50 ttl=63 time=209 ms                       
64 bytes from 10.10.10.25: icmp_seq=51 ttl=63 time=185 ms                       
64 bytes from 10.10.10.25: icmp_seq=52 ttl=63 time=196 ms                       
^C                                      
--- 10.10.10.25 ping statistics ---     
66 packets transmitted, 48 received, 27.2727% packet loss, time 65456ms         
rtt min/avg/max/mdev = 185.215/517.669/2210.937/444.697 ms, pipe 3              
root@parrot:~/hackthebox/holiday# ping 10.10.10.25                              
PING 10.10.10.25 (10.10.10.25) 56(84) bytes of data.                            
^C                                      
--- 10.10.10.25 ping statistics ---     
6 packets transmitted, 0 received, 100% packet loss, time 5097ms                

root@parrot:~/hackthebox/holiday# ping 10.10.10.25                              
PING 10.10.10.25 (10.10.10.25) 56(84) bytes of data.                            
^C                                      
--- 10.10.10.25 ping statistics ---     
3 packets transmitted, 0 received, 100% packet loss, time 2051ms                

root@parrot:~/hackthebox/holiday# ping 10.10.10.25                              
PING 10.10.10.25 (10.10.10.25) 56(84) bytes of data.                            
^C                                      
--- 10.10.10.25 ping statistics ---     
3 packets transmitted, 0 received, 100% packet loss, time 2058ms                

root@parrot:~/hackthebox/holiday# ping 10.10.10.25                              
PING 10.10.10.25 (10.10.10.25) 56(84) bytes of data.                            
^C                                      
--- 10.10.10.25 ping statistics ---     
14 packets transmitted, 0 received, 100% packet loss, time 13310ms              

root@parrot:~/hackthebox/holiday# ping 10.10.10.25                              
PING 10.10.10.25 (10.10.10.25) 56(84) bytes of data.                            
64 bytes from 10.10.10.25: icmp_seq=1 ttl=63 time=395 ms                        
64 bytes from 10.10.10.25: icmp_seq=2 ttl=63 time=279 ms                        
64 bytes from 10.10.10.25: icmp_seq=3 ttl=63 time=317 ms                        
64 bytes from 10.10.10.25: icmp_seq=4 ttl=63 time=216 ms                        
64 bytes from 10.10.10.25: icmp_seq=5 ttl=63 time=240 ms                        
64 bytes from 10.10.10.25: icmp_seq=6 ttl=63 time=199 ms                        
64 bytes from 10.10.10.25: icmp_seq=7 ttl=63 time=611 ms                        
64 bytes from 10.10.10.25: icmp_seq=8 ttl=63 time=431 ms                        
64 bytes from 10.10.10.25: icmp_seq=9 ttl=63 time=213 ms                        
64 bytes from 10.10.10.25: icmp_seq=10 ttl=63 time=255 ms                       
64 bytes from 10.10.10.25: icmp_seq=11 ttl=63 time=206 ms                       
64 bytes from 10.10.10.25: icmp_seq=12 ttl=63 time=807 ms                       
64 bytes from 10.10.10.25: icmp_seq=13 ttl=63 time=230 ms                       
64 bytes from 10.10.10.25: icmp_seq=14 ttl=63 time=309 ms                       
64 bytes from 10.10.10.25: icmp_seq=15 ttl=63 time=248 ms                       
64 bytes from 10.10.10.25: icmp_seq=16 ttl=63 time=394 ms                       
64 bytes from 10.10.10.25: icmp_seq=17 ttl=63 time=383 ms                       
64 bytes from 10.10.10.25: icmp_seq=18 ttl=63 time=198 ms                       
64 bytes from 10.10.10.25: icmp_seq=19 ttl=63 time=218 ms                       
64 bytes from 10.10.10.25: icmp_seq=20 ttl=63 time=271 ms                       
64 bytes from 10.10.10.25: icmp_seq=21 ttl=63 time=227 ms                       
64 bytes from 10.10.10.25: icmp_seq=22 ttl=63 time=189 ms                       
64 bytes from 10.10.10.25: icmp_seq=23 ttl=63 time=584 ms                       
64 bytes from 10.10.10.25: icmp_seq=24 ttl=63 time=437 ms                       
64 bytes from 10.10.10.25: icmp_seq=25 ttl=63 time=390 ms                       
64 bytes from 10.10.10.25: icmp_seq=26 ttl=63 time=350 ms                       
64 bytes from 10.10.10.25: icmp_seq=27 ttl=63 time=309 ms                       
64 bytes from 10.10.10.25: icmp_seq=28 ttl=63 time=271 ms                       
64 bytes from 10.10.10.25: icmp_seq=29 ttl=63 time=233 ms                       
64 bytes from 10.10.10.25: icmp_seq=30 ttl=63 time=223 ms                       
64 bytes from 10.10.10.25: icmp_seq=31 ttl=63 time=567 ms                       
64 bytes from 10.10.10.25: icmp_seq=32 ttl=63 time=433 ms                       
64 bytes from 10.10.10.25: icmp_seq=33 ttl=63 time=389 ms                       
64 bytes from 10.10.10.25: icmp_seq=34 ttl=63 time=198 ms                       
64 bytes from 10.10.10.25: icmp_seq=35 ttl=63 time=212 ms                       
64 bytes from 10.10.10.25: icmp_seq=36 ttl=63 time=267 ms                       
64 bytes from 10.10.10.25: icmp_seq=37 ttl=63 time=211 ms                       
64 bytes from 10.10.10.25: icmp_seq=38 ttl=63 time=400 ms                       
64 bytes from 10.10.10.25: icmp_seq=39 ttl=63 time=1598 ms                      
64 bytes from 10.10.10.25: icmp_seq=40 ttl=63 time=975 ms                       
64 bytes from 10.10.10.25: icmp_seq=41 ttl=63 time=1069 ms                      
64 bytes from 10.10.10.25: icmp_seq=42 ttl=63 time=312 ms                       
64 bytes from 10.10.10.25: icmp_seq=43 ttl=63 time=220 ms                       
64 bytes from 10.10.10.25: icmp_seq=44 ttl=63 time=336 ms                       
64 bytes from 10.10.10.25: icmp_seq=45 ttl=63 time=196 ms                       
64 bytes from 10.10.10.25: icmp_seq=46 ttl=63 time=206 ms                       
64 bytes from 10.10.10.25: icmp_seq=47 ttl=63 time=515 ms                       
64 bytes from 10.10.10.25: icmp_seq=48 ttl=63 time=213 ms                       
64 bytes from 10.10.10.25: icmp_seq=49 ttl=63 time=202 ms                       
64 bytes from 10.10.10.25: icmp_seq=50 ttl=63 time=208 ms                       
64 bytes from 10.10.10.25: icmp_seq=51 ttl=63 time=258 ms                       
64 bytes from 10.10.10.25: icmp_seq=52 ttl=63 time=800 ms                       
64 bytes from 10.10.10.25: icmp_seq=53 ttl=63 time=868 ms                       
64 bytes from 10.10.10.25: icmp_seq=54 ttl=63 time=199 ms                       
64 bytes from 10.10.10.25: icmp_seq=55 ttl=63 time=203 ms                       
64 bytes from 10.10.10.25: icmp_seq=56 ttl=63 time=207 ms                       
64 bytes from 10.10.10.25: icmp_seq=57 ttl=63 time=211 ms                       
64 bytes from 10.10.10.25: icmp_seq=58 ttl=63 time=213 ms                       
64 bytes from 10.10.10.25: icmp_seq=59 ttl=63 time=276 ms                       
64 bytes from 10.10.10.25: icmp_seq=60 ttl=63 time=202 ms                       
64 bytes from 10.10.10.25: icmp_seq=61 ttl=63 time=199 ms                       
64 bytes from 10.10.10.25: icmp_seq=62 ttl=63 time=218 ms                       
64 bytes from 10.10.10.25: icmp_seq=63 ttl=63 time=219 ms                       
64 bytes from 10.10.10.25: icmp_seq=64 ttl=63 time=233 ms                       
64 bytes from 10.10.10.25: icmp_seq=65 ttl=63 time=429 ms                       
64 bytes from 10.10.10.25: icmp_seq=66 ttl=63 time=202 ms                       
64 bytes from 10.10.10.25: icmp_seq=67 ttl=63 time=276 ms                       
64 bytes from 10.10.10.25: icmp_seq=68 ttl=63 time=235 ms                       
64 bytes from 10.10.10.25: icmp_seq=69 ttl=63 time=203 ms                       
64 bytes from 10.10.10.25: icmp_seq=70 ttl=63 time=215 ms                       
64 bytes from 10.10.10.25: icmp_seq=71 ttl=63 time=216 ms                       
64 bytes from 10.10.10.25: icmp_seq=72 ttl=63 time=217 ms                       
64 bytes from 10.10.10.25: icmp_seq=73 ttl=63 time=354 ms                       
64 bytes from 10.10.10.25: icmp_seq=74 ttl=63 time=313 ms                       
64 bytes from 10.10.10.25: icmp_seq=75 ttl=63 time=224 ms                       
64 bytes from 10.10.10.25: icmp_seq=76 ttl=63 time=211 ms                       
64 bytes from 10.10.10.25: icmp_seq=77 ttl=63 time=254 ms                       
64 bytes from 10.10.10.25: icmp_seq=78 ttl=63 time=209 ms                       
64 bytes from 10.10.10.25: icmp_seq=79 ttl=63 time=208 ms                       
64 bytes from 10.10.10.25: icmp_seq=80 ttl=63 time=392 ms                       
64 bytes from 10.10.10.25: icmp_seq=81 ttl=63 time=362 ms                       
64 bytes from 10.10.10.25: icmp_seq=82 ttl=63 time=192 ms                       
64 bytes from 10.10.10.25: icmp_seq=83 ttl=63 time=202 ms                       
64 bytes from 10.10.10.25: icmp_seq=84 ttl=63 time=203 ms                       
64 bytes from 10.10.10.25: icmp_seq=85 ttl=63 time=454 ms                       
64 bytes from 10.10.10.25: icmp_seq=86 ttl=63 time=315 ms                       
64 bytes from 10.10.10.25: icmp_seq=87 ttl=63 time=210 ms                       
64 bytes from 10.10.10.25: icmp_seq=88 ttl=63 time=215 ms                       
64 bytes from 10.10.10.25: icmp_seq=89 ttl=63 time=213 ms                       
64 bytes from 10.10.10.25: icmp_seq=90 ttl=63 time=204 ms                       
64 bytes from 10.10.10.25: icmp_seq=91 ttl=63 time=268 ms                       
64 bytes from 10.10.10.25: icmp_seq=92 ttl=63 time=227 ms                       
64 bytes from 10.10.10.25: icmp_seq=93 ttl=63 time=198 ms                       
64 bytes from 10.10.10.25: icmp_seq=94 ttl=63 time=322 ms                       
64 bytes from 10.10.10.25: icmp_seq=95 ttl=63 time=442 ms                       
64 bytes from 10.10.10.25: icmp_seq=96 ttl=63 time=223 ms                       
64 bytes from 10.10.10.25: icmp_seq=97 ttl=63 time=211 ms                       
64 bytes from 10.10.10.25: icmp_seq=98 ttl=63 time=213 ms                       
64 bytes from 10.10.10.25: icmp_seq=99 ttl=63 time=268 ms                       
64 bytes from 10.10.10.25: icmp_seq=100 ttl=63 time=217 ms                      
64 bytes from 10.10.10.25: icmp_seq=101 ttl=63 time=214 ms                      
64 bytes from 10.10.10.25: icmp_seq=102 ttl=63 time=208 ms                      
64 bytes from 10.10.10.25: icmp_seq=103 ttl=63 time=237 ms                      
64 bytes from 10.10.10.25: icmp_seq=104 ttl=63 time=389 ms                      
64 bytes from 10.10.10.25: icmp_seq=105 ttl=63 time=349 ms                      
64 bytes from 10.10.10.25: icmp_seq=106 ttl=63 time=307 ms                      
64 bytes from 10.10.10.25: icmp_seq=107 ttl=63 time=219 ms                      
64 bytes from 10.10.10.25: icmp_seq=108 ttl=63 time=220 ms                      
64 bytes from 10.10.10.25: icmp_seq=109 ttl=63 time=229 ms                      
64 bytes from 10.10.10.25: icmp_seq=110 ttl=63 time=231 ms                      
64 bytes from 10.10.10.25: icmp_seq=111 ttl=63 time=237 ms                      
64 bytes from 10.10.10.25: icmp_seq=112 ttl=63 time=214 ms                      
64 bytes from 10.10.10.25: icmp_seq=113 ttl=63 time=200 ms                      
64 bytes from 10.10.10.25: icmp_seq=114 ttl=63 time=305 ms                      
64 bytes from 10.10.10.25: icmp_seq=115 ttl=63 time=263 ms                      
64 bytes from 10.10.10.25: icmp_seq=116 ttl=63 time=224 ms                      
64 bytes from 10.10.10.25: icmp_seq=117 ttl=63 time=539 ms                      
64 bytes from 10.10.10.25: icmp_seq=118 ttl=63 time=562 ms                      
64 bytes from 10.10.10.25: icmp_seq=119 ttl=63 time=387 ms                      
64 bytes from 10.10.10.25: icmp_seq=120 ttl=63 time=385 ms                      
64 bytes from 10.10.10.25: icmp_seq=121 ttl=63 time=235 ms                      
64 bytes from 10.10.10.25: icmp_seq=122 ttl=63 time=210 ms                      
64 bytes from 10.10.10.25: icmp_seq=123 ttl=63 time=199 ms                      
64 bytes from 10.10.10.25: icmp_seq=124 ttl=63 time=213 ms                      
64 bytes from 10.10.10.25: icmp_seq=125 ttl=63 time=523 ms                      
64 bytes from 10.10.10.25: icmp_seq=126 ttl=63 time=221 ms                      
64 bytes from 10.10.10.25: icmp_seq=127 ttl=63 time=422 ms                      
64 bytes from 10.10.10.25: icmp_seq=128 ttl=63 time=383 ms                      
64 bytes from 10.10.10.25: icmp_seq=129 ttl=63 time=343 ms                      
64 bytes from 10.10.10.25: icmp_seq=130 ttl=63 time=303 ms                      
64 bytes from 10.10.10.25: icmp_seq=131 ttl=63 time=207 ms                      
64 bytes from 10.10.10.25: icmp_seq=132 ttl=63 time=202 ms                      
64 bytes from 10.10.10.25: icmp_seq=133 ttl=63 time=274 ms                      
64 bytes from 10.10.10.25: icmp_seq=134 ttl=63 time=257 ms                      
64 bytes from 10.10.10.25: icmp_seq=135 ttl=63 time=559 ms                      
64 bytes from 10.10.10.25: icmp_seq=136 ttl=63 time=216 ms                      
64 bytes from 10.10.10.25: icmp_seq=137 ttl=63 time=341 ms                      
64 bytes from 10.10.10.25: icmp_seq=138 ttl=63 time=213 ms                      
64 bytes from 10.10.10.25: icmp_seq=139 ttl=63 time=261 ms                      
64 bytes from 10.10.10.25: icmp_seq=140 ttl=63 time=222 ms                      
64 bytes from 10.10.10.25: icmp_seq=141 ttl=63 time=218 ms                      
64 bytes from 10.10.10.25: icmp_seq=142 ttl=63 time=521 ms                      
64 bytes from 10.10.10.25: icmp_seq=143 ttl=63 time=219 ms                      
64 bytes from 10.10.10.25: icmp_seq=144 ttl=63 time=396 ms                      
64 bytes from 10.10.10.25: icmp_seq=145 ttl=63 time=340 ms                      
64 bytes from 10.10.10.25: icmp_seq=146 ttl=63 time=299 ms                      
64 bytes from 10.10.10.25: icmp_seq=147 ttl=63 time=259 ms                      
64 bytes from 10.10.10.25: icmp_seq=148 ttl=63 time=220 ms                      
64 bytes from 10.10.10.25: icmp_seq=149 ttl=63 time=263 ms                      
64 bytes from 10.10.10.25: icmp_seq=150 ttl=63 time=278 ms                      
64 bytes from 10.10.10.25: icmp_seq=151 ttl=63 time=528 ms                      
64 bytes from 10.10.10.25: icmp_seq=152 ttl=63 time=212 ms                      
64 bytes from 10.10.10.25: icmp_seq=153 ttl=63 time=338 ms                      
64 bytes from 10.10.10.25: icmp_seq=154 ttl=63 time=296 ms                      
64 bytes from 10.10.10.25: icmp_seq=155 ttl=63 time=283 ms                      
64 bytes from 10.10.10.25: icmp_seq=156 ttl=63 time=204 ms                      
64 bytes from 10.10.10.25: icmp_seq=157 ttl=63 time=210 ms                      
64 bytes from 10.10.10.25: icmp_seq=158 ttl=63 time=184 ms                      
64 bytes from 10.10.10.25: icmp_seq=159 ttl=63 time=240 ms                      
64 bytes from 10.10.10.25: icmp_seq=160 ttl=63 time=210 ms                      
64 bytes from 10.10.10.25: icmp_seq=161 ttl=63 time=206 ms                      
64 bytes from 10.10.10.25: icmp_seq=162 ttl=63 time=203 ms                      
64 bytes from 10.10.10.25: icmp_seq=163 ttl=63 time=230 ms                      
64 bytes from 10.10.10.25: icmp_seq=164 ttl=63 time=214 ms                      
64 bytes from 10.10.10.25: icmp_seq=165 ttl=63 time=200 ms                      
64 bytes from 10.10.10.25: icmp_seq=166 ttl=63 time=210 ms                      
64 bytes from 10.10.10.25: icmp_seq=167 ttl=63 time=498 ms                      
64 bytes from 10.10.10.25: icmp_seq=168 ttl=63 time=234 ms                      
64 bytes from 10.10.10.25: icmp_seq=169 ttl=63 time=332 ms                      
64 bytes from 10.10.10.25: icmp_seq=170 ttl=63 time=208 ms                      
64 bytes from 10.10.10.25: icmp_seq=171 ttl=63 time=253 ms                      
64 bytes from 10.10.10.25: icmp_seq=172 ttl=63 time=200 ms                      
64 bytes from 10.10.10.25: icmp_seq=173 ttl=63 time=217 ms                      
64 bytes from 10.10.10.25: icmp_seq=174 ttl=63 time=208 ms                      
64 bytes from 10.10.10.25: icmp_seq=175 ttl=63 time=483 ms                      
64 bytes from 10.10.10.25: icmp_seq=176 ttl=63 time=207 ms                      
64 bytes from 10.10.10.25: icmp_seq=177 ttl=63 time=306 ms                      
64 bytes from 10.10.10.25: icmp_seq=178 ttl=63 time=205 ms                      
64 bytes from 10.10.10.25: icmp_seq=179 ttl=63 time=253 ms                      
64 bytes from 10.10.10.25: icmp_seq=180 ttl=63 time=221 ms                      
64 bytes from 10.10.10.25: icmp_seq=181 ttl=63 time=196 ms                      
64 bytes from 10.10.10.25: icmp_seq=182 ttl=63 time=650 ms                      
64 bytes from 10.10.10.25: icmp_seq=183 ttl=63 time=410 ms                      
64 bytes from 10.10.10.25: icmp_seq=184 ttl=63 time=218 ms                      
64 bytes from 10.10.10.25: icmp_seq=185 ttl=63 time=215 ms                      
64 bytes from 10.10.10.25: icmp_seq=186 ttl=63 time=196 ms                      
^C                                      
--- 10.10.10.25 ping statistics ---     
196 packets transmitted, 186 received, 5.10204% packet loss, time 195271ms      
rtt min/avg/max/mdev = 183.972/303.227/1598.059/171.503 ms, pipe 2              
root@parrot:~/hackthebox/holiday# ping 10.10.10.25                              
PING 10.10.10.25 (10.10.10.25) 56(84) bytes of data.                            
^C                                      
--- 10.10.10.25 ping statistics ---     
3 packets transmitted, 0 received, 100% packet loss, time 2054ms                

root@parrot:~/hackthebox/holiday# ping 10.10.10.25                              
PING 10.10.10.25 (10.10.10.25) 56(84) bytes of data.                            
^C                                      
--- 10.10.10.25 ping statistics ---     
6 packets transmitted, 0 received, 100% packet loss, time 5128ms                

root@parrot:~/hackthebox/holiday# ping 10.10.10.25                              
PING 10.10.10.25 (10.10.10.25) 56(84) bytes of data.                            
64 bytes from 10.10.10.25: icmp_seq=1 ttl=63 time=259 ms                        
64 bytes from 10.10.10.25: icmp_seq=2 ttl=63 time=512 ms                        
64 bytes from 10.10.10.25: icmp_seq=3 ttl=63 time=632 ms                        
64 bytes from 10.10.10.25: icmp_seq=4 ttl=63 time=654 ms                        
64 bytes from 10.10.10.25: icmp_seq=5 ttl=63 time=203 ms                        
64 bytes from 10.10.10.25: icmp_seq=6 ttl=63 time=374 ms                        
64 bytes from 10.10.10.25: icmp_seq=7 ttl=63 time=210 ms                        
64 bytes from 10.10.10.25: icmp_seq=8 ttl=63 time=290 ms                        
64 bytes from 10.10.10.25: icmp_seq=9 ttl=63 time=249 ms                        
64 bytes from 10.10.10.25: icmp_seq=10 ttl=63 time=586 ms                       
64 bytes from 10.10.10.25: icmp_seq=11 ttl=63 time=610 ms                       
64 bytes from 10.10.10.25: icmp_seq=12 ttl=63 time=205 ms                       
64 bytes from 10.10.10.25: icmp_seq=13 ttl=63 time=404 ms                       
64 bytes from 10.10.10.25: icmp_seq=14 ttl=63 time=363 ms                       
64 bytes from 10.10.10.25: icmp_seq=15 ttl=63 time=207 ms                       
64 bytes from 10.10.10.25: icmp_seq=16 ttl=63 time=280 ms                       
64 bytes from 10.10.10.25: icmp_seq=17 ttl=63 time=240 ms                       
64 bytes from 10.10.10.25: icmp_seq=18 ttl=63 time=565 ms                       
64 bytes from 10.10.10.25: icmp_seq=19 ttl=63 time=589 ms                       
64 bytes from 10.10.10.25: icmp_seq=20 ttl=63 time=622 ms                       
64 bytes from 10.10.10.25: icmp_seq=21 ttl=63 time=397 ms                       
64 bytes from 10.10.10.25: icmp_seq=22 ttl=63 time=354 ms                       
64 bytes from 10.10.10.25: icmp_seq=23 ttl=63 time=198 ms                       
64 bytes from 10.10.10.25: icmp_seq=24 ttl=63 time=210 ms                       
64 bytes from 10.10.10.25: icmp_seq=25 ttl=63 time=236 ms                       
64 bytes from 10.10.10.25: icmp_seq=26 ttl=63 time=228 ms                       
64 bytes from 10.10.10.25: icmp_seq=27 ttl=63 time=206 ms                       
64 bytes from 10.10.10.25: icmp_seq=28 ttl=63 time=200 ms                       
64 bytes from 10.10.10.25: icmp_seq=29 ttl=63 time=384 ms                       
64 bytes from 10.10.10.25: icmp_seq=30 ttl=63 time=347 ms                       
64 bytes from 10.10.10.25: icmp_seq=33 ttl=63 time=1520 ms                      
64 bytes from 10.10.10.25: icmp_seq=34 ttl=63 time=1493 ms                      
64 bytes from 10.10.10.25: icmp_seq=35 ttl=63 time=927 ms                       
64 bytes from 10.10.10.25: icmp_seq=36 ttl=63 time=542 ms                       
64 bytes from 10.10.10.25: icmp_seq=37 ttl=63 time=745 ms                       
64 bytes from 10.10.10.25: icmp_seq=38 ttl=63 time=294 ms                       
64 bytes from 10.10.10.25: icmp_seq=39 ttl=63 time=245 ms                       
64 bytes from 10.10.10.25: icmp_seq=40 ttl=63 time=234 ms                       
64 bytes from 10.10.10.25: icmp_seq=41 ttl=63 time=632 ms                       
64 bytes from 10.10.10.25: icmp_seq=42 ttl=63 time=231 ms                       
64 bytes from 10.10.10.25: icmp_seq=43 ttl=63 time=206 ms                       
64 bytes from 10.10.10.25: icmp_seq=44 ttl=63 time=229 ms                       
64 bytes from 10.10.10.25: icmp_seq=45 ttl=63 time=317 ms                       
64 bytes from 10.10.10.25: icmp_seq=46 ttl=63 time=276 ms                       
64 bytes from 10.10.10.25: icmp_seq=47 ttl=63 time=235 ms                       
64 bytes from 10.10.10.25: icmp_seq=48 ttl=63 time=240 ms                       
64 bytes from 10.10.10.25: icmp_seq=49 ttl=63 time=202 ms                       
64 bytes from 10.10.10.25: icmp_seq=50 ttl=63 time=631 ms                       
64 bytes from 10.10.10.25: icmp_seq=51 ttl=63 time=231 ms                       
64 bytes from 10.10.10.25: icmp_seq=52 ttl=63 time=199 ms                       
64 bytes from 10.10.10.25: icmp_seq=53 ttl=63 time=305 ms                       
64 bytes from 10.10.10.25: icmp_seq=54 ttl=63 time=216 ms                       
64 bytes from 10.10.10.25: icmp_seq=55 ttl=63 time=222 ms                       
64 bytes from 10.10.10.25: icmp_seq=56 ttl=63 time=562 ms                       
64 bytes from 10.10.10.25: icmp_seq=57 ttl=63 time=211 ms                       
64 bytes from 10.10.10.25: icmp_seq=58 ttl=63 time=589 ms                       
64 bytes from 10.10.10.25: icmp_seq=59 ttl=63 time=383 ms                       
64 bytes from 10.10.10.25: icmp_seq=60 ttl=63 time=266 ms                       
64 bytes from 10.10.10.25: icmp_seq=61 ttl=63 time=220 ms                       
64 bytes from 10.10.10.25: icmp_seq=62 ttl=63 time=255 ms                       
64 bytes from 10.10.10.25: icmp_seq=63 ttl=63 time=516 ms                       
64 bytes from 10.10.10.25: icmp_seq=64 ttl=63 time=539 ms                       
64 bytes from 10.10.10.25: icmp_seq=65 ttl=63 time=561 ms                       
64 bytes from 10.10.10.25: icmp_seq=66 ttl=63 time=583 ms                       
64 bytes from 10.10.10.25: icmp_seq=67 ttl=63 time=218 ms                       
64 bytes from 10.10.10.25: icmp_seq=68 ttl=63 time=328 ms                       
64 bytes from 10.10.10.25: icmp_seq=69 ttl=63 time=286 ms                       
64 bytes from 10.10.10.25: icmp_seq=70 ttl=63 time=244 ms                       
64 bytes from 10.10.10.25: icmp_seq=71 ttl=63 time=219 ms                       
64 bytes from 10.10.10.25: icmp_seq=72 ttl=63 time=515 ms                       
64 bytes from 10.10.10.25: icmp_seq=73 ttl=63 time=914 ms                       
64 bytes from 10.10.10.25: icmp_seq=74 ttl=63 time=211 ms                       
64 bytes from 10.10.10.25: icmp_seq=75 ttl=63 time=1000 ms                      
64 bytes from 10.10.10.25: icmp_seq=76 ttl=63 time=271 ms                       
64 bytes from 10.10.10.25: icmp_seq=77 ttl=63 time=278 ms                       
64 bytes from 10.10.10.25: icmp_seq=78 ttl=63 time=238 ms                       
64 bytes from 10.10.10.25: icmp_seq=79 ttl=63 time=680 ms                       
64 bytes from 10.10.10.25: icmp_seq=80 ttl=63 time=497 ms                       
64 bytes from 10.10.10.25: icmp_seq=81 ttl=63 time=215 ms                       
64 bytes from 10.10.10.25: icmp_seq=82 ttl=63 time=396 ms                       
64 bytes from 10.10.10.25: icmp_seq=83 ttl=63 time=226 ms                       
64 bytes from 10.10.10.25: icmp_seq=84 ttl=63 time=213 ms                       
64 bytes from 10.10.10.25: icmp_seq=85 ttl=63 time=816 ms                       
64 bytes from 10.10.10.25: icmp_seq=86 ttl=63 time=230 ms                       
64 bytes from 10.10.10.25: icmp_seq=87 ttl=63 time=209 ms                       
64 bytes from 10.10.10.25: icmp_seq=88 ttl=63 time=478 ms                       
64 bytes from 10.10.10.25: icmp_seq=89 ttl=63 time=388 ms                       
64 bytes from 10.10.10.25: icmp_seq=90 ttl=63 time=205 ms                       
64 bytes from 10.10.10.25: icmp_seq=91 ttl=63 time=546 ms                       
64 bytes from 10.10.10.25: icmp_seq=92 ttl=63 time=214 ms                       
64 bytes from 10.10.10.25: icmp_seq=93 ttl=63 time=233 ms                       
64 bytes from 10.10.10.25: icmp_seq=94 ttl=63 time=1448 ms                      
64 bytes from 10.10.10.25: icmp_seq=95 ttl=63 time=1008 ms                      
64 bytes from 10.10.10.25: icmp_seq=96 ttl=63 time=963 ms                       
64 bytes from 10.10.10.25: icmp_seq=97 ttl=63 time=209 ms                       
64 bytes from 10.10.10.25: icmp_seq=98 ttl=63 time=1040 ms                      
64 bytes from 10.10.10.25: icmp_seq=99 ttl=63 time=1326 ms                      
64 bytes from 10.10.10.25: icmp_seq=100 ttl=63 time=1353 ms                     
64 bytes from 10.10.10.25: icmp_seq=101 ttl=63 time=1949 ms                     
64 bytes from 10.10.10.25: icmp_seq=102 ttl=63 time=1161 ms                     
64 bytes from 10.10.10.25: icmp_seq=103 ttl=63 time=1015 ms                     
64 bytes from 10.10.10.25: icmp_seq=104 ttl=63 time=230 ms                      
64 bytes from 10.10.10.25: icmp_seq=105 ttl=63 time=357 ms                      
64 bytes from 10.10.10.25: icmp_seq=106 ttl=63 time=208 ms                      
64 bytes from 10.10.10.25: icmp_seq=107 ttl=63 time=275 ms                      
64 bytes from 10.10.10.25: icmp_seq=108 ttl=63 time=223 ms                      
64 bytes from 10.10.10.25: icmp_seq=109 ttl=63 time=235 ms                      
64 bytes from 10.10.10.25: icmp_seq=110 ttl=63 time=234 ms                      
64 bytes from 10.10.10.25: icmp_seq=111 ttl=63 time=428 ms                      
64 bytes from 10.10.10.25: icmp_seq=112 ttl=63 time=281 ms                      
64 bytes from 10.10.10.25: icmp_seq=113 ttl=63 time=792 ms                      
64 bytes from 10.10.10.25: icmp_seq=114 ttl=63 time=305 ms                      
64 bytes from 10.10.10.25: icmp_seq=115 ttl=63 time=268 ms                      
64 bytes from 10.10.10.25: icmp_seq=116 ttl=63 time=212 ms                      
64 bytes from 10.10.10.25: icmp_seq=117 ttl=63 time=218 ms                      
